name,description,signature,url,numpy,numpy_url
"cupy.linalg.solve","Solves a linear matrix equation.","cupy.linalg.solve(a\, b)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.solve.html#cupy.linalg.solve","numpy.linalg.solve()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.solve.html#numpy.linalg.solve"
"cupy.linalg.svd","Singular Value Decomposition.","cupy.linalg.svd(a\, full_matrices=True\, compute_uv=True)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.svd.html#cupy.linalg.svd","numpy.linalg.svd()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.svd.html#numpy.linalg.svd"
"cupy.linalg.tensorinv","Computes the inverse of a tensor.","cupy.linalg.tensorinv(a\, ind=2)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.tensorinv.html#cupy.linalg.tensorinv","numpy.linalg.tensorinv()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorinv.html#numpy.linalg.tensorinv"
"cupy.linalg.tensorsolve","Solves tensor equations denoted by ax = b.","cupy.linalg.tensorsolve(a\, b\, axes=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linalg.tensorsolve.html#cupy.linalg.tensorsolve","numpy.linalg.tensorsolve()","https://numpy.org/doc/stable/reference/generated/numpy.linalg.tensorsolve.html#numpy.linalg.tensorsolve"
"cupy.linspace","Returns an array with evenly-spaced values within a given interval.","cupy.linspace(start\, stop\, num=50\, endpoint=True\, retstep=False\, dtype=None\, axis=0)","https://docs.cupy.dev/en/stable/reference/generated/cupy.linspace.html#cupy.linspace","numpy.linspace()","https://numpy.org/doc/stable/reference/generated/numpy.linspace.html#numpy.linspace"
"cupy.load","Loads arrays or pickled objects from .npy\, .npz or pickled file.","cupy.load(file\, mmap_mode=None\, allow_pickle=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.load.html#cupy.load","numpy.load()","https://numpy.org/doc/stable/reference/generated/numpy.load.html#numpy.load"
"cupy.log = <ufunc 'cupy_log'>","Elementwise natural logarithm function.","cupy.log = <ufunc 'cupy_log'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.log.html#cupy.log","numpy.log","https://numpy.org/doc/stable/reference/generated/numpy.log.html#numpy.log"
"cupy.log10 = <ufunc 'cupy_log10'>","Elementwise common logarithm function.","cupy.log10 = <ufunc 'cupy_log10'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.log10.html#cupy.log10","numpy.log10","https://numpy.org/doc/stable/reference/generated/numpy.log10.html#numpy.log10"
"cupy.log1p = <ufunc 'cupy_log1p'>","Computes log(1 + x) elementwise.","cupy.log1p = <ufunc 'cupy_log1p'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.log1p.html#cupy.log1p","numpy.log1p","https://numpy.org/doc/stable/reference/generated/numpy.log1p.html#numpy.log1p"
"cupy.log2 = <ufunc 'cupy_log2'>","Elementwise binary logarithm function.","cupy.log2 = <ufunc 'cupy_log2'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.log2.html#cupy.log2","numpy.log2","https://numpy.org/doc/stable/reference/generated/numpy.log2.html#numpy.log2"
"cupy.logaddexp = <ufunc 'cupy_logaddexp'>","Computes log(exp(x1) + exp(x2)) elementwise.","cupy.logaddexp = <ufunc 'cupy_logaddexp'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logaddexp.html#cupy.logaddexp","numpy.logaddexp","https://numpy.org/doc/stable/reference/generated/numpy.logaddexp.html#numpy.logaddexp"
"cupy.logaddexp2 = <ufunc 'cupy_logaddexp2'>","Computes log2(exp2(x1) + exp2(x2)) elementwise.","cupy.logaddexp2 = <ufunc 'cupy_logaddexp2'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logaddexp2.html#cupy.logaddexp2","numpy.logaddexp2","https://numpy.org/doc/stable/reference/generated/numpy.logaddexp2.html#numpy.logaddexp2"
"cupy.logical_and = <ufunc 'cupy_logical_and'>","Computes the logical AND of two arrays.","cupy.logical_and = <ufunc 'cupy_logical_and'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logical_and.html#cupy.logical_and","numpy.logical_and","https://numpy.org/doc/stable/reference/generated/numpy.logical_and.html#numpy.logical_and"
"cupy.logical_not = <ufunc 'cupy_logical_not'>","Computes the logical NOT of an array.","cupy.logical_not = <ufunc 'cupy_logical_not'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logical_not.html#cupy.logical_not","numpy.logical_not","https://numpy.org/doc/stable/reference/generated/numpy.logical_not.html#numpy.logical_not"
"cupy.logical_or = <ufunc 'cupy_logical_or'>","Computes the logical OR of two arrays.","cupy.logical_or = <ufunc 'cupy_logical_or'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logical_or.html#cupy.logical_or","numpy.logical_or","https://numpy.org/doc/stable/reference/generated/numpy.logical_or.html#numpy.logical_or"
"cupy.logical_xor = <ufunc 'cupy_logical_xor'>","Computes the logical XOR of two arrays.","cupy.logical_xor = <ufunc 'cupy_logical_xor'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.logical_xor.html#cupy.logical_xor","numpy.logical_xor","https://numpy.org/doc/stable/reference/generated/numpy.logical_xor.html#numpy.logical_xor"
"cupy.logspace","Returns an array with evenly-spaced values on a log-scale.","cupy.logspace(start\, stop\, num=50\, endpoint=True\, base=10.0\, dtype=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.logspace.html#cupy.logspace","numpy.logspace()","https://numpy.org/doc/stable/reference/generated/numpy.logspace.html#numpy.logspace"
"cupy.maximum = <ufunc 'cupy_maximum'>","Takes the maximum of two arrays elementwise.","cupy.maximum = <ufunc 'cupy_maximum'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.maximum.html#cupy.maximum","numpy.maximum","https://numpy.org/doc/stable/reference/generated/numpy.maximum.html#numpy.maximum"
"cupy.mean","Returns the arithmetic mean along an axis.","cupy.mean(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.mean.html#cupy.mean","numpy.mean()","https://numpy.org/doc/stable/reference/generated/numpy.mean.html#numpy.mean"
"cupy.median","Compute the median along the specified axis.","cupy.median(a\, axis=None\, out=None\, overwrite_input=False\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.median.html#cupy.median","numpy.median()","https://numpy.org/doc/stable/reference/generated/numpy.median.html#numpy.median"
"cupy.memoize","Makes a function memoizing the result for each argument and device.","cupy.memoize(bool for_each_device=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.memoize.html#cupy.memoize","",""
"cupy.meshgrid","Return coordinate matrices from coordinate vectors.","cupy.meshgrid(*xi\, **kwargs)","https://docs.cupy.dev/en/stable/reference/generated/cupy.meshgrid.html#cupy.meshgrid","numpy.meshgrid()","https://numpy.org/doc/stable/reference/generated/numpy.meshgrid.html#numpy.meshgrid"
"cupy.minimum = <ufunc 'cupy_minimum'>","Takes the minimum of two arrays elementwise.","cupy.minimum = <ufunc 'cupy_minimum'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.minimum.html#cupy.minimum","numpy.minimum","https://numpy.org/doc/stable/reference/generated/numpy.minimum.html#numpy.minimum"
"cupy.mod = <ufunc 'cupy_remainder'>","Computes the remainder of Python division elementwise.","cupy.mod = <ufunc 'cupy_remainder'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.mod.html#cupy.mod","",""
"cupy.modf = <ufunc 'cupy_modf'>","Extracts the fractional and integral parts of an array elementwise.","cupy.modf = <ufunc 'cupy_modf'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.modf.html#cupy.modf","numpy.modf","https://numpy.org/doc/stable/reference/generated/numpy.modf.html#numpy.modf"
"cupy.moveaxis","Moves axes of an array to new positions.","cupy.moveaxis(a\, source\, destination)","https://docs.cupy.dev/en/stable/reference/generated/cupy.moveaxis.html#cupy.moveaxis","numpy.moveaxis()","https://numpy.org/doc/stable/reference/generated/numpy.moveaxis.html#numpy.moveaxis"
"cupy.msort","Returns a copy of an array sorted along the first axis.","cupy.msort(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.msort.html#cupy.msort","numpy.msort()","https://numpy.org/doc/stable/reference/generated/numpy.msort.html#numpy.msort"
"cupy.multiply = <ufunc 'cupy_multiply'>","Multiplies two arrays elementwise.","cupy.multiply = <ufunc 'cupy_multiply'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.multiply.html#cupy.multiply","numpy.multiply","https://numpy.org/doc/stable/reference/generated/numpy.multiply.html#numpy.multiply"
"cupy.nan_to_num = <ufunc 'cupy_nan_to_num'>","Elementwise nan_to_num function.","cupy.nan_to_num = <ufunc 'cupy_nan_to_num'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.nan_to_num.html#cupy.nan_to_num","",""
"cupy.nanargmax","Return the indices of the maximum values in the specified axis ignoring NaNs. For all-NaN slice -1 is returned. Subclass cannot be passed yet\, subok=True still unsupported","cupy.nanargmax(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanargmax.html#cupy.nanargmax","numpy.nanargmax()","https://numpy.org/doc/stable/reference/generated/numpy.nanargmax.html#numpy.nanargmax"
"cupy.nanargmin","Return the indices of the minimum values in the specified axis ignoring NaNs. For all-NaN slice -1 is returned. Subclass cannot be passed yet\, subok=True still unsupported","cupy.nanargmin(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanargmin.html#cupy.nanargmin","numpy.nanargmin()","https://numpy.org/doc/stable/reference/generated/numpy.nanargmin.html#numpy.nanargmin"
"cupy.nancumprod","Returns the cumulative product of an array along a given axis treating Not a Numbers (NaNs) as one.","cupy.nancumprod(a\, axis=None\, dtype=None\, out=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nancumprod.html#cupy.nancumprod","numpy.nancumprod()","https://numpy.org/doc/stable/reference/generated/numpy.nancumprod.html#numpy.nancumprod"
"cupy.nancumsum","Returns the cumulative sum of an array along a given axis treating Not a Numbers (NaNs) as zero.","cupy.nancumsum(a\, axis=None\, dtype=None\, out=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nancumsum.html#cupy.nancumsum","numpy.nancumsum()","https://numpy.org/doc/stable/reference/generated/numpy.nancumsum.html#numpy.nancumsum"
"cupy.nanmax","Returns the maximum of an array along an axis ignoring NaN.","cupy.nanmax(a\, axis=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanmax.html#cupy.nanmax","numpy.nanmax()","https://numpy.org/doc/stable/reference/generated/numpy.nanmax.html#numpy.nanmax"
"cupy.nanmean","Returns the arithmetic mean along an axis ignoring NaN values.","cupy.nanmean(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanmean.html#cupy.nanmean","numpy.nanmean()","https://numpy.org/doc/stable/reference/generated/numpy.nanmean.html#numpy.nanmean"
"cupy.nanmedian","Compute the median along the specified axis\, while ignoring NaNs.","cupy.nanmedian(a\, axis=None\, out=None\, overwrite_input=False\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanmedian.html#cupy.nanmedian","numpy.nanmedian()","https://numpy.org/doc/stable/reference/generated/numpy.nanmedian.html#numpy.nanmedian"
"cupy.nanmin","Returns the minimum of an array along an axis ignoring NaN.","cupy.nanmin(a\, axis=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanmin.html#cupy.nanmin","numpy.nanmin()","https://numpy.org/doc/stable/reference/generated/numpy.nanmin.html#numpy.nanmin"
"cupy.nanprod","Returns the product of an array along given axes treating Not a Numbers (NaNs) as zero.","cupy.nanprod(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanprod.html#cupy.nanprod","numpy.nanprod()","https://numpy.org/doc/stable/reference/generated/numpy.nanprod.html#numpy.nanprod"
"cupy.nanstd","Returns the standard deviation along an axis ignoring NaN values.","cupy.nanstd(a\, axis=None\, dtype=None\, out=None\, ddof=0\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanstd.html#cupy.nanstd","numpy.nanstd()","https://numpy.org/doc/stable/reference/generated/numpy.nanstd.html#numpy.nanstd"
"cupy.nansum","Returns the sum of an array along given axes treating Not a Numbers (NaNs) as zero.","cupy.nansum(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nansum.html#cupy.nansum","numpy.nansum()","https://numpy.org/doc/stable/reference/generated/numpy.nansum.html#numpy.nansum"
"cupy.nanvar","Returns the variance along an axis ignoring NaN values.","cupy.nanvar(a\, axis=None\, dtype=None\, out=None\, ddof=0\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nanvar.html#cupy.nanvar","numpy.nanvar()","https://numpy.org/doc/stable/reference/generated/numpy.nanvar.html#numpy.nanvar"
"cupy.negative = <ufunc 'cupy_negative'>","Takes numerical negative elementwise.","cupy.negative = <ufunc 'cupy_negative'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.negative.html#cupy.negative","numpy.negative","https://numpy.org/doc/stable/reference/generated/numpy.negative.html#numpy.negative"
"cupy.nextafter = <ufunc 'cupy_nextafter'>","Computes the nearest neighbor float values towards the second argument.","cupy.nextafter = <ufunc 'cupy_nextafter'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.nextafter.html#cupy.nextafter","numpy.nextafter","https://numpy.org/doc/stable/reference/generated/numpy.nextafter.html#numpy.nextafter"
"cupy.nonzero","Return the indices of the elements that are non-zero.","cupy.nonzero(a)","https://docs.cupy.dev/en/stable/reference/generated/cupy.nonzero.html#cupy.nonzero","numpy.nonzero()","https://numpy.org/doc/stable/reference/generated/numpy.nonzero.html#numpy.nonzero"
"cupy.not_equal = <ufunc 'cupy_not_equal'>","Tests elementwise if x1 != x2.","cupy.not_equal = <ufunc 'cupy_not_equal'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.not_equal.html#cupy.not_equal","",""
"cupy.ones","Returns a new array of given shape and dtype\, filled with ones.","cupy.ones(shape\, dtype=<class 'float'>\, order='C')","https://docs.cupy.dev/en/stable/reference/generated/cupy.ones.html#cupy.ones","numpy.ones()","https://numpy.org/doc/stable/reference/generated/numpy.ones.html#numpy.ones"
"cupy.ones_like","Returns an array of ones with same shape and dtype as a given array.","cupy.ones_like(a\, dtype=None\, order='K'\, subok=None\, shape=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.ones_like.html#cupy.ones_like","numpy.ones_like()","https://numpy.org/doc/stable/reference/generated/numpy.ones_like.html#numpy.ones_like"
"cupy.outer","Returns the outer product of two vectors.","cupy.outer(a\, b\, out=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.outer.html#cupy.outer","numpy.outer()","https://numpy.org/doc/stable/reference/generated/numpy.outer.html#numpy.outer"
"cupy.packbits","Packs the elements of a binary-valued array into bits in a uint8 array.","cupy.packbits(myarray)","https://docs.cupy.dev/en/stable/reference/generated/cupy.packbits.html#cupy.packbits","numpy.packbits()","https://numpy.org/doc/stable/reference/generated/numpy.packbits.html#numpy.packbits"
"cupy.pad","Pads an array with specified widths and values.","cupy.pad(array\, pad_width\, mode='constant'\, **kwargs)","https://docs.cupy.dev/en/stable/reference/generated/cupy.pad.html#cupy.pad","",""
"cupy.partition","Returns a partitioned copy of an array.","cupy.partition(a\, kth\, axis=- 1)","https://docs.cupy.dev/en/stable/reference/generated/cupy.partition.html#cupy.partition","numpy.partition()","https://numpy.org/doc/stable/reference/generated/numpy.partition.html#numpy.partition"
"cupy.percentile","Computes the q-th percentile of the data along the specified axis.","cupy.percentile(a\, q\, axis=None\, out=None\, interpolation='linear'\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.percentile.html#cupy.percentile","numpy.percentile()","https://numpy.org/doc/stable/reference/generated/numpy.percentile.html#numpy.percentile"
"cupy.piecewise","Evaluate a piecewise-defined function.","cupy.piecewise(x\, condlist\, funclist)","https://docs.cupy.dev/en/stable/reference/generated/cupy.piecewise.html#cupy.piecewise","numpy.piecewise()","https://numpy.org/doc/stable/reference/generated/numpy.piecewise.html#numpy.piecewise"
"cupy.place","Change elements of an array based on conditional and input values.","cupy.place(arr\, mask\, vals)","https://docs.cupy.dev/en/stable/reference/generated/cupy.place.html#cupy.place","numpy.place()","https://numpy.org/doc/stable/reference/generated/numpy.place.html#numpy.place"
"cupy.polyadd","Computes the sum of two polynomials.","cupy.polyadd(a1\, a2)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polyadd.html#cupy.polyadd","numpy.polyadd()","https://numpy.org/doc/stable/reference/generated/numpy.polyadd.html#numpy.polyadd"
"cupy.polyfit","Returns the least squares fit of polynomial of degree deg to the data y sampled at x.","cupy.polyfit(x\, y\, deg\, rcond=None\, full=False\, w=None\, cov=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polyfit.html#cupy.polyfit","numpy.polyfit()","https://numpy.org/doc/stable/reference/generated/numpy.polyfit.html#numpy.polyfit"
"cupy.polymul","Computes the product of two polynomials.","cupy.polymul(a1\, a2)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polymul.html#cupy.polymul","numpy.polymul()","https://numpy.org/doc/stable/reference/generated/numpy.polymul.html#numpy.polymul"
"cupy.polynomial.polynomial.polycompanion","Computes the companion matrix of c.","cupy.polynomial.polynomial.polycompanion(c)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polynomial.polynomial.polycompanion.html#cupy.polynomial.polynomial.polycompanion","numpy.polynomial.polynomial.polycompanion()","https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polycompanion.html#numpy.polynomial.polynomial.polycompanion"
"cupy.polynomial.polynomial.polyvander","Computes the Vandermonde matrix of given degree.","cupy.polynomial.polynomial.polyvander(x\, deg)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polynomial.polynomial.polyvander.html#cupy.polynomial.polynomial.polyvander","numpy.polynomial.polynomial.polyvander()","https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polynomial.polyvander.html#numpy.polynomial.polynomial.polyvander"
"cupy.polynomial.polyutils.as_series","Returns argument as a list of 1-d arrays.","cupy.polynomial.polyutils.as_series(alist\, trim=True)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polynomial.polyutils.as_series.html#cupy.polynomial.polyutils.as_series","numpy.polynomial.polyutils.as_series()","https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.as_series.html#numpy.polynomial.polyutils.as_series"
"cupy.polynomial.polyutils.trimcoef","Removes small trailing coefficients from a polynomial.","cupy.polynomial.polyutils.trimcoef(c\, tol=0)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polynomial.polyutils.trimcoef.html#cupy.polynomial.polyutils.trimcoef","numpy.polynomial.polyutils.trimcoef()","https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimcoef.html#numpy.polynomial.polyutils.trimcoef"
"cupy.polynomial.polyutils.trimseq","Removes small polynomial series coefficients.","cupy.polynomial.polyutils.trimseq(seq)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polynomial.polyutils.trimseq.html#cupy.polynomial.polyutils.trimseq","numpy.polynomial.polyutils.trimseq()","https://numpy.org/doc/stable/reference/generated/numpy.polynomial.polyutils.trimseq.html#numpy.polynomial.polyutils.trimseq"
"cupy.polysub","Computes the difference of two polynomials.","cupy.polysub(a1\, a2)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polysub.html#cupy.polysub","numpy.polysub()","https://numpy.org/doc/stable/reference/generated/numpy.polysub.html#numpy.polysub"
"cupy.polyval","Evaluates a polynomial at specific values.","cupy.polyval(p\, x)","https://docs.cupy.dev/en/stable/reference/generated/cupy.polyval.html#cupy.polyval","numpy.polyval()","https://numpy.org/doc/stable/reference/generated/numpy.polyval.html#numpy.polyval"
"cupy.power = <ufunc 'cupy_power'>","Computes x1 ** x2 elementwise.","cupy.power = <ufunc 'cupy_power'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.power.html#cupy.power","numpy.power","https://numpy.org/doc/stable/reference/generated/numpy.power.html#numpy.power"
"cupy.prod","Returns the product of an array along given axes.","cupy.prod(a\, axis=None\, dtype=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.prod.html#cupy.prod","numpy.prod()","https://numpy.org/doc/stable/reference/generated/numpy.prod.html#numpy.prod"
"cupy.prof.time_range","A context manager to describe the enclosed block as a nested range","cupy.prof.time_range(message\, color_id=None\, argb_color=None\, sync=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.prof.time_range.html#cupy.prof.time_range","",""
"cupy.ptp","Returns the range of values (maximum - minimum) along an axis.","cupy.ptp(a\, axis=None\, out=None\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.ptp.html#cupy.ptp","",""
"cupy.put","Replaces specified elements of an array with given values.","cupy.put(a\, ind\, v\, mode='wrap')","https://docs.cupy.dev/en/stable/reference/generated/cupy.put.html#cupy.put","numpy.put()","https://numpy.org/doc/stable/reference/generated/numpy.put.html#numpy.put"
"cupy.putmask","Changes elements of an array inplace\, based on a conditional mask and input values.","cupy.putmask(a\, mask\, values)","https://docs.cupy.dev/en/stable/reference/generated/cupy.putmask.html#cupy.putmask","numpy.putmask()","https://numpy.org/doc/stable/reference/generated/numpy.putmask.html#numpy.putmask"
"cupy.quantile","Computes the q-th quantile of the data along the specified axis.","cupy.quantile(a\, q\, axis=None\, out=None\, interpolation='linear'\, keepdims=False)","https://docs.cupy.dev/en/stable/reference/generated/cupy.quantile.html#cupy.quantile","numpy.quantile()","https://numpy.org/doc/stable/reference/generated/numpy.quantile.html#numpy.quantile"
"cupy.rad2deg = <ufunc 'cupy_rad2deg'>","Converts angles from radians to degrees elementwise.","cupy.rad2deg = <ufunc 'cupy_rad2deg'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.rad2deg.html#cupy.rad2deg","numpy.rad2deg","https://numpy.org/doc/stable/reference/generated/numpy.rad2deg.html#numpy.rad2deg"
"cupy.radians = <ufunc 'cupy_deg2rad'>","Converts angles from degrees to radians elementwise.","cupy.radians = <ufunc 'cupy_deg2rad'>","https://docs.cupy.dev/en/stable/reference/generated/cupy.radians.html#cupy.radians","numpy.radians","https://numpy.org/doc/stable/reference/generated/numpy.radians.html#numpy.radians"
"cupy.random.beta","Beta distribution.","cupy.random.beta(a\, b\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.beta.html#cupy.random.beta","numpy.random.beta()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.beta.html#numpy.random.beta"
"cupy.random.binomial","Binomial distribution.","cupy.random.binomial(n\, p\, size=None\, dtype=<class 'int'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.binomial.html#cupy.random.binomial","numpy.random.binomial()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.binomial.html#numpy.random.binomial"
"cupy.random.bytes","Returns random bytes.","cupy.random.bytes(length)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.bytes.html#cupy.random.bytes","",""
"cupy.random.chisquare","Chi-square distribution.","cupy.random.chisquare(df\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.chisquare.html#cupy.random.chisquare","numpy.random.chisquare()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.chisquare.html#numpy.random.chisquare"
"cupy.random.choice","Returns an array of random values from a given 1-D array.","cupy.random.choice(a\, size=None\, replace=True\, p=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.choice.html#cupy.random.choice","",""
"cupy.random.default_rng","Construct a new Generator with the default BitGenerator (XORWOW).","cupy.random.default_rng(seed=None)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.default_rng.html#cupy.random.default_rng","",""
"cupy.random.dirichlet","Dirichlet distribution.","cupy.random.dirichlet(alpha\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.dirichlet.html#cupy.random.dirichlet","numpy.random.dirichlet()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.dirichlet.html#numpy.random.dirichlet"
"cupy.random.exponential","Exponential distribution.","cupy.random.exponential(scale\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.exponential.html#cupy.random.exponential","numpy.random.exponential()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.exponential.html#numpy.random.exponential"
"cupy.random.f","F distribution.","cupy.random.f(dfnum\, dfden\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.f.html#cupy.random.f","numpy.random.f()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.f.html#numpy.random.f"
"cupy.random.gamma","Gamma distribution.","cupy.random.gamma(shape\, scale=1.0\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.gamma.html#cupy.random.gamma","numpy.random.gamma()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.gamma.html#numpy.random.gamma"
"cupy.random.geometric","Geometric distribution.","cupy.random.geometric(p\, size=None\, dtype=<class 'int'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.geometric.html#cupy.random.geometric","numpy.random.geometric()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.geometric.html#numpy.random.geometric"
"cupy.random.get_random_state","Gets the state of the random number generator for the current device.","cupy.random.get_random_state()","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.get_random_state.html#cupy.random.get_random_state","",""
"cupy.random.gumbel","Returns an array of samples drawn from a Gumbel distribution.","cupy.random.gumbel(loc=0.0\, scale=1.0\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.gumbel.html#cupy.random.gumbel","numpy.random.gumbel()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.gumbel.html#numpy.random.gumbel"
"cupy.random.hypergeometric","hypergeometric distribution.","cupy.random.hypergeometric(ngood\, nbad\, nsample\, size=None\, dtype=<class 'int'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.hypergeometric.html#cupy.random.hypergeometric","numpy.random.hypergeometric()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.hypergeometric.html#numpy.random.hypergeometric"
"cupy.random.laplace","Laplace distribution.","cupy.random.laplace(loc=0.0\, scale=1.0\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.laplace.html#cupy.random.laplace","numpy.random.laplace()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.laplace.html#numpy.random.laplace"
"cupy.random.logistic","Logistic distribution.","cupy.random.logistic(loc=0.0\, scale=1.0\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.logistic.html#cupy.random.logistic","numpy.random.logistic()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.logistic.html#numpy.random.logistic"
"cupy.random.lognormal","Returns an array of samples drawn from a log normal distribution.","cupy.random.lognormal(mean=0.0\, sigma=1.0\, size=None\, dtype=<class 'float'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.lognormal.html#cupy.random.lognormal","numpy.random.lognormal()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.lognormal.html#numpy.random.lognormal"
"cupy.random.logseries","Log series distribution.","cupy.random.logseries(p\, size=None\, dtype=<class 'int'>)","https://docs.cupy.dev/en/stable/reference/generated/cupy.random.logseries.html#cupy.random.logseries","numpy.random.logseries()","https://numpy.org/doc/stable/reference/random/generated/numpy.random.logseries.html#numpy.random.logseries"
